-,DF,Kurt Rey,(1923-12-10)10 December 1923 (aged 26),,SC Young Fellows,Switzerland,Switzerland,1950
-,FW,Walter Schneiter,2 July 1923 (age 26),,FC Zurich,Switzerland,Switzerland,1950
-,FW,Hans Siegenthaler,5 February 1923 (age 27),,SC Young Fellows,Switzerland,Switzerland,1950
-,DF,Willi Steffen,(1923-05-24)24 May 1923 (aged 27),,Cantonal Neuchâtel,Switzerland,Switzerland,1950
-,GK,Georges Stuber,(1925-05-11)11 May 1925 (aged 25),,Lausanne-Sport,Switzerland,Switzerland,1950
-,FW,Jean Tamini,(1919-12-09)9 December 1919 (aged 30),,Servette FC,Switzerland,Switzerland,1950
-,MF,Aleksandar Atanacković,(1920-04-29)29 April 1920 (aged 30),15,Partizan Belgrade,Yugoslavia,Socialist Federal Republic of Yugoslavia,1950
-,GK,Vladimir Beara,(1928-11-02)2 November 1928 (aged 21),0,Hajduk Split,Yugoslavia,Socialist Federal Republic of Yugoslavia,1950
-,FW,Stjepan Bobek,(1923-12-03)3 December 1923 (aged 26),26,Partizan Belgrade,Yugoslavia,Socialist Federal Republic of Yugoslavia,1950
-,DF,Božo Broketa,(1921-12-24)24 December 1921 (aged 28),3,Hajduk Split,Yugoslavia,Socialist Federal Republic of Yugoslavia,1950
-,FW,Željko Čajkovski,(1925-05-05)5 May 1925 (aged 25),16,Dinamo Zagreb,Yugoslavia,Socialist Federal Republic of Yugoslavia,1950
-,MF,Zlatko Čajkovski,(1923-01-24)24 January 1923 (aged 27),25,Partizan Belgrade,Yugoslavia,Socialist Federal Republic of Yugoslavia,1950
-,DF,Ratko Čolić,(1918-03-17)17 March 1918 (aged 32),6,Partizan Belgrade,Yugoslavia,Socialist Federal Republic of Yugoslavia,1950
-,MF,Predrag Đajić,(1922-05-01)1 May 1922 (aged 28),5,Red Star Belgrade,Yugoslavia,Socialist Federal Republic of Yugoslavia,1950
-,DF,Vladimir Firm,1923,3,Partizan Belgrade,Yugoslavia,Socialist Federal Republic of Yugoslavia,1950
-,DF,Ivica Horvat,(1926-07-16)16 July 1926 (aged 23),13,Dinamo Zagreb,Yugoslavia,Socialist Federal Republic of Yugoslavia,1950
-,DF,Miodrag Jovanović,(1922-01-17)17 January 1922 (aged 28),18,Partizan Belgrade,Yugoslavia,Socialist Federal Republic of Yugoslavia,1950
-,MF,Ervin Katnić,,,Hajduk Split,Yugoslavia,Socialist Federal Republic of Yugoslavia,1950
-,FW,Prvoslav Mihajlović,(1921-04-13)13 April 1921 (aged 29),12,Partizan Belgrade,Yugoslavia,Socialist Federal Republic of Yugoslavia,1950
-,FW,Rajko Mitić,(1922-09-06)6 September 1922 (aged 27),19,Red Star Belgrade,Yugoslavia,Socialist Federal Republic of Yugoslavia,1950
-,GK,Srđan Mrkušić,(1915-06-26)26 June 1915 (aged 34),4,Red Star Belgrade,Yugoslavia,Socialist Federal Republic of Yugoslavia,1950
-,FW,Tihomir Ognjanov,(1927-03-02)2 March 1927 (aged 23),2,Red Star Belgrade,Yugoslavia,Socialist Federal Republic of Yugoslavia,1950
-,MF,Bela Palfi,(1923-02-16)16 February 1923 (aged 27),1,Red Star Belgrade,Yugoslavia,Socialist Federal Republic of Yugoslavia,1950
-,MF,Ivo Radovniković,,,Hajduk Split,Yugoslavia,Socialist Federal Republic of Yugoslavia,1950
-,DF,Branko Stanković,(1921-10-31)31 October 1921 (aged 28),19,Red Star Belgrade,Yugoslavia,Socialist Federal Republic of Yugoslavia,1950
-,FW,Kosta Tomašević,(1924-05-26)26 May 1924 (aged 26),6,Red Star Belgrade,Yugoslavia,Socialist Federal Republic of Yugoslavia,1950
-,FW,Bernard Vukas,(1927-05-01)1 May 1927 (aged 23),6,Hajduk Split,Yugoslavia,Socialist Federal Republic of Yugoslavia,1950
-,DF,Siniša Zlatković,,,Nasa Krila,Yugoslavia,Socialist Federal Republic of Yugoslavia,1950
-,FW,José Luis Borbolla,(1920-01-31)31 January 1920 (aged 30),,Club América,Mexico,Mexico,1950
-,GK,Antonio Carbajal,(1929-06-07)7 June 1929 (aged 21),,España FC,Mexico,Mexico,1950
-,FW,Horacio Casarín,(1918-05-25)25 May 1918 (aged 32),,España FC,Mexico,Mexico,1950
-,GK,Raúl Córdoba,,,San Sebastian Leon,Mexico,Mexico,1950
-,MF,Samuel Cuburu,(1928-02-20)20 February 1928 (aged 22),,FC Puebla,Mexico,Mexico,1950
-,MF,Antonio Flores,(1923-07-13)13 July 1923 (aged 26),,Atlas,Mexico,Mexico,1950
-,DF,Gregorio Gómez,(1924-06-26)26 June 1924 (aged 25),,Deportivo Guadalajara,Mexico,Mexico,1950
-,MF,Carlos Guevara,,,Asturias F.C.,Mexico,Mexico,1950
-,DF,Manuel Gutiérrez,(1920-04-08)8 April 1920 (aged 30),,Club América,Mexico,Mexico,1950
-,MF,Francisco Hernández,,,Asturias F.C.,Mexico,Mexico,1950
-,DF,Alfonso Montemayor,(1922-04-28)28 April 1922 (aged 28),,FC Leon,Mexico,Mexico,1950
-,FW,José Naranjo,(1926-03-19)19 March 1926 (aged 24),,Oro Guadalajara,Mexico,Mexico,1950
-,FW,Leonardo Navarro,,,FC Atlante,Mexico,Mexico,1950
-,MF,Mario Ochoa,(1927-11-07)7 November 1927 (aged 22),,Club América,Mexico,Mexico,1950
-,MF,Héctor Ortiz,(1928-12-20)20 December 1928 (aged 21),,CD Marte,Mexico,Mexico,1950
-,MF,Mario Pérez,(1927-02-19)19 February 1927 (aged 23),,CD Marte,Mexico,Mexico,1950
-,FW,Max Prieto,(1919-03-28)28 March 1919 (aged 31),,Deportivo Guadalajara,Mexico,Mexico,1950
-,DF,José Antonio Roca,(1928-05-24)24 May 1928 (aged 22),,Necaxa,Mexico,Mexico,1950
-,DF,Rodrígo Ruíz,(1923-04-14)14 April 1923 (aged 27),,Deportivo Guadalajara,Mexico,Mexico,1950
-,FW,Carlos Septién,(1923-01-18)18 January 1923 (aged 27),,España FC,Mexico,Mexico,1950
-,FW,José Velázquez,(1923-08-12)12 August 1923 (aged 26),,FC Veracruz,Mexico,Mexico,1950
-,DF,Felipe Zetter,(1923-07-03)3 July 1923 (aged 26),,Atlas,Mexico,Mexico,1950
-,GK,Juan Acuña,(1923-01-11)11 January 1923 (aged 27),1,Deportivo de La Coruña,Spain,Spain,1950
-,DF,Gabriel Alonso,(1923-11-09)9 November 1923 (aged 26),4,Celta de Vigo,Spain,Spain,1950
-,DF,Francisco Antúnez,(1922-11-01)1 November 1922 (aged 27),2,CF Sevilla,Spain,Spain,1950
-,DF,Vicente Asensi,(1919-01-28)28 January 1919 (aged 31),5,Valencia CF,Spain,Spain,1950
-,FW,Estanislao Basora,(1926-11-18)18 November 1926 (aged 23),4,CF Barcelona,Spain,Spain,1950
-,FW,César,(1920-06-29)29 June 1920 (aged 29),8,CF Barcelona,Spain,Spain,1950
-,FW,Agustín Gaínza,(1922-05-28)28 May 1922 (aged 28),14,Atlético Bilbao,Spain,Spain,1950
-,DF,Josep Gonzalvo,(1920-01-16)16 January 1920 (aged 30),3,CF Barcelona,Spain,Spain,1950
-,MF,Marià Gonzalvo,(1922-03-22)22 March 1922 (aged 28),8,CF Barcelona,Spain,Spain,1950
-,FW,Rosendo Hernández,(1921-03-01)1 March 1921 (aged 29),2,RCD Espanyol,Spain,Spain,1950
-,FW,Silvestre Igoa,(1920-09-05)5 September 1920 (aged 29),5,Valencia CF,Spain,Spain,1950
-,GK,Ignacio Eizaguirre,(1920-11-07)7 November 1920 (aged 29),14,Valencia CF,Spain,Spain,1950
-,FW,José Juncosa,(1922-02-02)2 February 1922 (aged 28),1,Atlético Madrid,Spain,Spain,1950
-,DF,Rafael Lesmes,(1926-11-09)9 November 1926 (aged 23),0,Valladolid,Spain,Spain,1950
-,FW,Luis Molowny,(1925-05-12)12 May 1925 (aged 25),2,Real Madrid,Spain,Spain,1950
-,MF,Nando,(1921-02-01)1 February 1921 (aged 29),5,Atlético Bilbao,Spain,Spain,1950
-,FW,José Luis Panizo,(1922-01-12)12 January 1922 (aged 28),6,Atlético Bilbao,Spain,Spain,1950
-,DF,José Parra,(1925-08-28)28 August 1925 (aged 24),1,RCD Espanyol,Spain,Spain,1950
-,MF,Antonio Puchades,(1925-06-04)4 June 1925 (aged 25),6,Valencia CF,Spain,Spain,1950
-,GK,Antoni Ramallets,(1924-06-04)4 June 1924 (aged 26),0,CF Barcelona,Spain,Spain,1950
-,DF,Alfonso Silva,(1926-03-19)19 March 1926 (aged 24),3,Atlético Madrid,Spain,Spain,1950
-,FW,Zarra,(1921-01-20)20 January 1921 (aged 29),11,Atlético Bilbao,Spain,Spain,1950
-,DF,John Aston,(1921-09-02)2 September 1921 (aged 28),14,Manchester United,England,England,1950
-,MF,Eddie Baily,(1925-08-06)6 August 1925 (aged 24),0,Tottenham Hotspur,England,England,1950
-,FW,Roy Bentley,(1924-05-17)17 May 1924 (aged 26),4,Chelsea,England,England,1950
-,MF,Henry Cockburn,(1921-09-14)14 September 1921 (aged 28),10,Manchester United,England,England,1950
-,MF,Jimmy Dickinson,(1925-04-24)24 April 1925 (aged 25),7,Portsmouth,England,England,1950
-,GK,Ted Ditchburn,(1921-10-24)24 October 1921 (aged 28),2,Tottenham Hotspur,England,England,1950
-,DF,Bill Eckersley,(1925-07-16)16 July 1925 (aged 24),0,Blackburn Rovers,England,England,1950
-,FW,Tom Finney,(1922-04-05)5 April 1922 (aged 28),25,Preston North End,England,England,1950
-,MF,Laurie Hughes,(1924-03-02)2 March 1924 (aged 26),0,Liverpool,England,England,1950
-,FW,Wilf Mannion,(1918-05-16)16 May 1918 (aged 32),19,Middlesbrough,England,England,1950
-,FW,Stanley Matthews,(1915-02-01)1 February 1915 (aged 35),30,Blackpool,England,England,1950
-,FW,Jackie Milburn,(1924-05-11)11 May 1924 (aged 26),7,Newcastle United,England,England,1950
-,FW,Stan Mortensen,(1921-05-26)26 May 1921 (aged 29),18,Blackpool,England,England,1950
-,FW,Jimmy Mullen,(1923-01-06)6 January 1923 (aged 27),4,Wolverhampton Wanderers,England,England,1950
-,MF,Bill Nicholson,(1919-01-26)26 January 1919 (aged 31),0,Tottenham Hotspur,England,England,1950
-,DF,Alf Ramsey,(1920-01-22)22 January 1920 (aged 30),5,Tottenham Hotspur,England,England,1950
-,DF,Laurie Scott,(1917-04-23)23 April 1917 (aged 33),17,Arsenal,England,England,1950
-,DF,Jim Taylor,(1917-11-05)5 November 1917 (aged 32),0,Fulham,England,England,1950
-,MF,Willie Watson,(1920-03-07)7 March 1920 (aged 30),2,Sunderland,England,England,1950
-,GK,Bert Williams,(1920-01-31)31 January 1920 (aged 30),7,Wolverhampton Wanderers,England,England,1950
-,DF,Billy Wright,(1924-02-06)6 February 1924 (aged 26),29,Wolverhampton Wanderers,England,England,1950
-,DF,Manuel Álvarez Jiménez,(1928-05-23)23 May 1928 (aged 22),3,Universidad Católica,Chile,Chile,1950
-,MF,Miguel Busquets,(1920-10-15)15 October 1920 (aged 29),15,Universidad de Chile,Chile,Chile,1950
-,MF,Fernando Campos,(1921-08-09)9 August 1921 (aged 28),5,Colo-Colo,Chile,Chile,1950
-,MF,Hernán Carvallo,(1922-08-19)19 August 1922 (aged 27),5,Universidad Católica,Chile,Chile,1950
-,FW,Atilio Cremaschi,(1923-03-08)8 March 1923 (aged 27),10,Unión Española,Chile,Chile,1950
-,FW,Guillermo Díaz,(1930-12-29)29 December 1930 (aged 19),4,Santiago Wanderers,Chile,Chile,1950
-,DF,Arturo Farías,(1927-11-01)1 November 1927 (aged 22),4,Colo-Colo,Chile,Chile,1950
-,DF,Miguel Flores,,0,Universidad de Chile,Chile,Chile,1950
-,FW,Carlos Ibáñez,(1931-11-30)30 November 1931 (aged 18),0,Magallanes,Chile,Chile,1950
-,FW,Raimundo Infante,(1928-02-02)2 February 1928 (aged 22),13,Universidad Católica,Chile,Chile,1950
-,GK,Sergio Livingstone,(1920-03-26)26 March 1920 (aged 30),31,Universidad Católica,Chile,Chile,1950
-,DF,Manuel Machuca,(1924-06-06)6 June 1924 (aged 26),18,Colo-Colo,Chile,Chile,1950
-,FW,Luis Mayanés,(1925-01-15)15 January 1925 (aged 25),0,Universidad de Chile,Chile,Chile,1950
-,FW,Manuel Muñoz,(1928-04-28)28 April 1928 (aged 22),0,Colo-Colo,Chile,Chile,1950
-,FW,Andrés Prieto,(1928-12-19)19 December 1928 (aged 21),9,Universidad Católica,Chile,Chile,1950
-,GK,René Quitral,(1920-07-22)22 July 1920 (aged 29),0,Santiago Wanderers,Chile,Chile,1950
-,FW,Fernando Riera,(1920-06-27)27 June 1920 (aged 29),16,Universidad Católica,Chile,Chile,1950
-,FW,George Robledo,(1926-04-14)14 April 1926 (aged 24),0,Newcastle United,Chile,England,1950
-,MF,Carlos Rojas,(1928-10-02)2 October 1928 (aged 21),5,Unión Española,Chile,Chile,1950
-,DF,Fernando Roldán,(1921-04-01)1 April 1921 (aged 29),0,Universidad Católica,Chile,Chile,1950
-,MF,Osvaldo Saez,(1923-08-13)13 August 1923 (aged 26),11,Colo-Colo,Chile,Chile,1950
-,DF,Francisco Urroz,(1921-10-31)31 October 1921 (aged 28),10,Colo-Colo,Chile,Chile,1950
-,DF,Robert Annis,(1928-09-05)5 September 1928 (aged 21),1,St. Louis Simpkins-Ford,United States,United States,1950
-,MF,Walter Bahr,(1927-04-01)1 April 1927 (aged 23),7,Philadelphia Nationals,United States,United States,1950
-,GK,Frank Borghi,(1925-04-09)9 April 1925 (aged 25),4,St. Louis Simpkins-Ford,United States,United States,1950
-,MF,Charlie Colombo,(1920-07-20)20 July 1920 (aged 29),7,St. Louis Simpkins-Ford,United States,United States,1950
-,DF,Geoff Coombes,(1919-04-23)23 April 1919 (aged 31),0,Chicago Vikings,United States,United States,1950
-,FW,Robert Craddock,(1923-09-05)5 September 1923 (aged 26),0,Pittsburgh Harmarville S.C.,United States,United States,1950
-,FW,Nicholas DiOrio,(1921-02-04)4 February 1921 (aged 29),0,Pittsburgh Harmarville S.C.,United States,United States,1950
-,FW,Joe Gaetjens,(1924-03-19)19 March 1924 (aged 26),0,Brookhattan,United States,United States,1950
-,GK,Gino Gardassanich,(1922-11-26)26 November 1922 (aged 27),0,Chicago Slovaks,United States,United States,1950
-,DF,Harry Keough,(1927-11-15)15 November 1927 (aged 22),3,St. Louis McMahon,United States,United States,1950
-,DF,Joe Maca,(1920-09-28)28 September 1920 (aged 29),0,Brooklyn Hispano,United States,United States,1950
-,MF,Ed McIlvenny,(1924-10-21)21 October 1924 (aged 25),0,Philadelphia Nationals,United States,United States,1950
-,FW,Benny McLaughlin,(1928-04-10)10 April 1928 (aged 22),0,Philadelphia Nationals,United States,United States,1950
-,FW,Frank Moniz,(1911-09-26)26 September 1911 (aged 38),0,Ponta Delgada S.C.,United States,United States,1950
-,FW,Gino Pariani,(1928-02-21)21 February 1928 (aged 22),2,St. Louis Simpkins-Ford,United States,United States,1950
-,FW,Ed Souza,(1921-09-22)22 September 1921 (aged 28),2,Ponta Delgada S.C.,United States,United States,1950
-,FW,John Souza,(1920-07-12)12 July 1920 (aged 29),9,Ponta Delgada S.C.,United States,United States,1950
-,FW,Frank Wallace,(1922-07-15)15 July 1922 (aged 27),4,St. Louis Simpkins-Ford,United States,United States,1950
-,FW,Adam Wolanin,(1919-11-13)13 November 1919 (aged 30),0,Chicago Eagles,United States,United States,1950
-,MF,Olle Åhlund,(1920-08-22)22 August 1920 (aged 29),15,Degerfors IF,Sweden,Sweden,1950
-,MF,Sune Andersson,(1921-02-22)22 February 1921 (aged 29),23,AIK Stockholm,Sweden,Sweden,1950
-,DF,Ivan Bodin,(1923-07-20)20 July 1923 (aged 26),0,AIK Stockholm,Sweden,Sweden,1950
-,MF,Ingvar Gärd,(1921-10-06)6 October 1921 (aged 28),1,Malmö FF,Sweden,Sweden,1950
-,FW,Hasse Jeppson,(1925-05-10)10 May 1925 (aged 25),1,Djurgårdens IF Stockholm,Sweden,Sweden,1950
-,DF,Gunnar Johansson,(1924-02-29)29 February 1924 (aged 26),0,GAIS,Sweden,Sweden,1950
-,FW,Egon Jönsson,(1926-12-06)6 December 1926 (aged 23),7,Malmö FF,Sweden,Sweden,1950
-,GK,Torsten Lindberg,(1917-04-14)14 April 1917 (aged 33),18,IFK Norrköping,Sweden,Sweden,1950
*,DF,Arne Månsson,(1925-11-11)11 November 1925 (aged 24),1,Malmö FF,Sweden,Sweden,1950
-,FW,Bror Mellberg,(1923-12-09)9 December 1923 (aged 26),1,AIK Stockholm,Sweden,Sweden,1950
-,DF,Erik Nilsson,(1916-08-06)6 August 1916 (aged 33),28,Malmö FF,Sweden,Sweden,1950
-,FW,Stellan Nilsson,(1922-05-28)28 May 1922 (aged 28),15,Malmö FF,Sweden,Sweden,1950
-,MF,Knut Nordahl,(1920-01-13)13 January 1920 (aged 30),22,IFK Norrköping,Sweden,Sweden,1950
-,FW,Karl-Erik Palmér,(1929-04-17)17 April 1929 (aged 21),5,Malmö FF,Sweden,Sweden,1950
-,FW,Ingvar Rydell,(1922-05-07)7 May 1922 (aged 28),2,Malmö FF,Sweden,Sweden,1950
-,DF,Lennart Samuelsson,(1924-07-07)7 July 1924 (aged 25),1,IF Elfsborg Borås,Sweden,Sweden,1950
-,FW,Lennart Skoglund,(1929-12-24)24 December 1929 (aged 20),1,AIK Stockholm,Sweden,Sweden,1950
-,FW,Stig Sundqvist,(1922-07-19)19 July 1922 (aged 27),6,IFK Norrköping,Sweden,Sweden,1950
-,GK,Kalle Svensson,(1925-11-11)11 November 1925 (aged 24),4,Helsingborgs IF,Sweden,Sweden,1950
-,FW,Kurt Svensson,(1927-04-15)15 April 1927 (aged 23),0,IS Halmia,Sweden,Sweden,1950
-,GK,Tore Svensson,(1927-12-06)6 December 1927 (aged 22),0,Malmö FF,Sweden,Sweden,1950
-,FW,Börje Tapper,(1922-05-20)20 May 1922 (aged 28),4,Malmö FF,Sweden,Sweden,1950
-,FW,Amedeo Amadei,(1921-07-26)26 July 1921 (aged 28),6,Internazionale,Italy,Italy,1950
-,DF,Carlo Annovazzi,(1925-05-24)24 May 1925 (aged 25),10,Milan,Italy,Italy,1950
-,DF,Ivano Blason,(1923-05-24)24 May 1923 (aged 27),0,Triestina,Italy,Italy,1950
-,FW,Giampiero Boniperti,(1928-07-04)4 July 1928 (aged 21),6,Juventus,Italy,Italy,1950
-,FW,Aldo Campatelli,(1919-04-07)7 April 1919 (aged 31),6,Internazionale,Italy,Italy,1950
-,FW,Gino Cappello,(1920-06-02)2 June 1920 (aged 30),3,Bologna,Italy,Italy,1950
-,FW,Emilio Caprile,(1928-09-30)30 September 1928 (aged 21),2,Atalanta,Italy,Italy,1950
-,FW,Riccardo Carapellese,(1922-07-01)1 July 1922 (aged 27),11,Torino,Italy,Italy,1950
-,GK,Giuseppe Casari,(1922-04-10)10 April 1922 (aged 28),2,Atalanta,Italy,Italy,1950
-,DF,Osvaldo Fattori,(1922-06-22)22 June 1922 (aged 28),3,Internazionale,Italy,Italy,1950
-,DF,Zeffiro Furiassi,(1923-01-19)19 January 1923 (aged 27),0,Lazio,Italy,Italy,1950
-,DF,Attilio Giovannini,(1924-07-30)30 July 1924 (aged 25),4,Internazionale,Italy,Italy,1950
-,FW,Benito Lorenzi,(1925-12-20)20 December 1925 (aged 24),5,Internazionale,Italy,Italy,1950
-,MF,Augusto Magli,(1923-03-09)9 March 1923 (aged 27),0,Fiorentina,Italy,Italy,1950
-,MF,Giacomo Mari,(1924-10-17)17 October 1924 (aged 25),3,Juventus,Italy,Italy,1950
-,GK,Giuseppe Moro,(1921-01-16)16 January 1921 (aged 29),2,Torino,Italy,Italy,1950
-,FW,Ermes Muccinelli,(1927-07-28)28 July 1927 (aged 22),2,Juventus,Italy,Italy,1950
-,FW,Egisto Pandolfini,(1926-02-19)19 February 1926 (aged 24),0,Fiorentina,Italy,Italy,1950
-,MF,Carlo Parola,(1921-09-20)20 September 1921 (aged 28),9,Juventus,Italy,Italy,1950
-,MF,Leandro Remondini,(1917-11-17)17 November 1917 (aged 32),0,Lazio,Italy,Italy,1950
-,GK,Lucidio Sentimenti,(1920-07-01)1 July 1920 (aged 29),7,Lazio,Italy,Italy,1950
-,MF,Omero Tognon,(1924-03-03)3 March 1924 (aged 26),4,Milan,Italy,Italy,1950
-,FW,Enrique Avalos,1922,,Cerro Porteño,Paraguay,Paraguay,1950
-,FW,Marcial Avalos,,,Cerro Porteño,Paraguay,Paraguay,1950
-,MF,Melanio Baez,,,Nacional,Paraguay,Paraguay,1950
-,FW,Ángel Berni,(1931-01-09)9 January 1931 (aged 19),,Sportivo Luqueño,Paraguay,Paraguay,1950
-,DF,Antonio Cabrera,,,Libertad,Paraguay,Paraguay,1950
-,FW,Lorenzo Calonga,,,Guaraní,Paraguay,Paraguay,1950
-,FW,Juan Cañete,(1929-07-27)27 July 1929 (aged 20),,Presidente Hayes,Paraguay,Paraguay,1950
-,MF,Castor Cantero,(1918-01-12)12 January 1918 (aged 32),,Olimpia,Paraguay,Paraguay,1950
-,GK,Pablo Centurión,,,Cerro Porteño,Paraguay,Paraguay,1950
-,DF,Casiano Céspedes,1924,,Olimpia,Paraguay,Paraguay,1950
-,DF,Manuel Gavilán,1921,,Libertad,Paraguay,Paraguay,1950
-,DF,Alberto González,1922,,Olimpia,Paraguay,Paraguay,1950
-,MF,Armando González,,,Guaraní,Paraguay,Paraguay,1950
-,MF,Victoriano Leguizamón,1923,,Olimpia,Paraguay,Paraguay,1950
-,FW,Atilio López,(1925-02-05)5 February 1925 (aged 25),,Nacional,Paraguay,Paraguay,1950
-,FW,César López Fretes,(1923-03-21)21 March 1923 (aged 27),,Olimpia,Paraguay,Paraguay,1950
-,FW,Hilarión Osorio,,,Sportivo Luqueño,Paraguay,Paraguay,1950
-,DF,Elioro Paredes,(1921-06-19)19 June 1921 (aged 29),,Sportivo Luqueño,Paraguay,Paraguay,1950
-,FW,Darío Saguier,(1926-09-11)11 September 1926 (aged 23),,Cerro Porteño,Paraguay,Paraguay,1950
-,FW,Francisco Sosa,1918,,Cerro Porteño,Paraguay,Paraguay,1950
-,FW,Leongino Unzaim,(1925-05-16)16 May 1925 (aged 25),,Olimpia,Paraguay,Paraguay,1950
-,GK,Marcelino Vargas,1921,,Libertad,Paraguay,Paraguay,1950
-,FW,Julio César Britos,(1926-05-18)18 May 1926 (aged 24),10,Peñarol,Uruguay,Uruguay,1950
-,FW,Juan Burgueño,(1923-02-04)4 February 1923 (aged 27),4,Danubio,Uruguay,Uruguay,1950
-,DF,Schubert Gambetta,(1920-04-14)14 April 1920 (aged 30),39,Nacional,Uruguay,Uruguay,1950
-,FW,Alcides Ghiggia,(1926-12-22)22 December 1926 (aged 23),3,Peñarol,Uruguay,Uruguay,1950
-,DF,Juan Carlos González,(1924-08-22)22 August 1924 (aged 25),3,Peñarol,Uruguay,Uruguay,1950
-,DF,Matías González,(1925-08-06)6 August 1925 (aged 24),7,Cerro,Uruguay,Uruguay,1950
-,DF,William Martínez,(1928-01-13)13 January 1928 (aged 22),3,Rampla Juniors,Uruguay,Uruguay,1950
-,GK,Roque Máspoli,(1917-10-12)12 October 1917 (aged 32),27,Peñarol,Uruguay,Uruguay,1950
-,FW,Oscar Míguez,(1927-12-05)5 December 1927 (aged 22),5,Peñarol,Uruguay,Uruguay,1950
-,FW,Rubén Morán,(1930-08-06)6 August 1930 (aged 19),2,Cerro,Uruguay,Uruguay,1950
-,MF,Washington Ortuño,(1928-05-13)13 May 1928 (aged 22),0,Peñarol,Uruguay,Uruguay,1950
-,GK,Aníbal Paz,(1918-02-18)18 February 1918 (aged 32),23,Nacional,Uruguay,Uruguay,1950
-,FW,Julio Pérez,(1926-06-19)19 June 1926 (aged 24),7,Nacional,Uruguay,Uruguay,1950
-,MF,Rodolfo Pini,1926,6,Nacional,Uruguay,Uruguay,1950
-,FW,Luis Rijo,(1927-09-28)28 September 1927 (aged 22),0,Central,Uruguay,Uruguay,1950
-,MF,Víctor Rodríguez Andrade,(1927-05-02)2 May 1927 (aged 23),11,Central,Uruguay,Uruguay,1950
-,FW,Carlos Romero,(1927-09-07)7 September 1927 (aged 22),3,Danubio,Uruguay,Uruguay,1950
-,FW,Juan Alberto Schiaffino,(1925-07-28)28 July 1925 (aged 24),9,Peñarol,Uruguay,Uruguay,1950
-,DF,Eusebio Tejera,(1922-01-06)6 January 1922 (aged 28),28,Nacional,Uruguay,Uruguay,1950
-,MF,Obdulio Varela,(1917-09-20)20 September 1917 (aged 32),39,Peñarol,Uruguay,Uruguay,1950
-,FW,Ernesto Vidal,(1921-11-15)15 November 1921 (aged 28),0,Peñarol,Uruguay,Uruguay,1950
-,DF,Héctor Vilches,(1926-02-14)14 February 1926 (aged 24),5,Cerro,Uruguay,Uruguay,1950
-,DF,Alberto Figueroa de Acha,(1920-04-03)3 April 1920 (aged 30),23,The Strongest,Bolivia,Bolivia,1950
-,FW,Víctor Celestino Algarañaz,(1926-04-06)6 April 1926 (aged 24),8,Club Litoral,Bolivia,Bolivia,1950
-,MF,Alberto Aparicio,(1923-11-11)11 November 1923 (aged 26),0,Ferroviario La Paz,Bolivia,Bolivia,1950
-,MF,Duberty Aráoz,(1920-12-21)21 December 1920 (aged 29),10,Club Litoral,Bolivia,Bolivia,1950
-,GK,Vicente Arraya,(1922-01-25)25 January 1922 (aged 28),26,Ferroviario La Paz,Bolivia,Bolivia,1950
-,MF,Juan Arricio,(1923-12-11)11 December 1923 (aged 26),0,Ayacucho La Paz,Bolivia,Bolivia,1950
-,FW,Víctor Brown,(1927-03-07)7 March 1927 (aged 23),2,Club Litoral,Bolivia,Bolivia,1950
-,DF,José Bustamante,(1922-03-05)5 March 1922 (aged 28),31,Club Litoral,Bolivia,Bolivia,1950
-,MF,René Cabrera,(1925-10-21)21 October 1925 (aged 24),8,Club Jorge Wilstermann,Bolivia,Bolivia,1950
-,FW,Roberto Capparelli,(1921-11-18)18 November 1921 (aged 28),0,The Strongest,Bolivia,Bolivia,1950
-,MF,Leonardo Ferrel,(1923-07-07)7 July 1923 (aged 26),18,The Strongest,Bolivia,Bolivia,1950
-,FW,Benedicto Godoy Véizaga,(1924-07-28)28 July 1924 (aged 25),9,Ferroviario La Paz,Bolivia,Bolivia,1950
-,DF,Antonio Greco,(1923-09-17)17 September 1923 (aged 26),0,Club Litoral,Bolivia,Bolivia,1950
-,FW,Juan Guerra,(1927-04-13)13 April 1927 (aged 23),9,Ferroviario La Paz,Bolivia,Bolivia,1950
-,FW,Benigno Gutiérrez,(1925-09-01)1 September 1925 (aged 24),15,Club Litoral,Bolivia,Bolivia,1950
-,GK,Eduardo Gutiérrez,(1922-09-02)2 September 1922 (aged 27),12,CD Ingavi,Bolivia,Bolivia,1950
-,FW,Benjamin Maldonado,(1928-01-04)4 January 1928 (aged 22),4,San Jose de Oruro,Bolivia,Bolivia,1950
-,FW,Mario Mena,(1928-07-28)28 July 1928 (aged 21),9,Club Bolívar,Bolivia,Bolivia,1950
-,MF,Humberto Saavedra,(1923-08-03)3 August 1923 (aged 26),0,The Strongest,Bolivia,Bolivia,1950
-,MF,Eulogio Sandoval,(1922-07-22)22 July 1922 (aged 27),0,Club Litoral,Bolivia,Bolivia,1950
-,FW,Víctor Agustín Ugarte,(1926-05-05)5 May 1926 (aged 24),16,Club Bolívar,Bolivia,Bolivia,1950
-,MF,Antonio Valencia,(1925-05-10)10 May 1925 (aged 25),9,Club Bolívar,Bolivia,Bolivia,1950
1,GK,Castilho,(1927-11-27)27 November 1927 (aged 26),13,Fluminense,Brazil,Brazil,1954
2,DF,Djalma Santos,(1929-02-27)27 February 1929 (aged 25),14,Portuguesa,Brazil,Brazil,1954
